"","x"
"1",1.22586683912114
"2",1.22586683912114
"3",1.22586683912114
"4",1.22586683912114
"5",1.22586683912114
"6",1.22586683912114
"7",1.22586683912114
"8",1.22586683912114
"9",1.22586683912114
"10",1.22586683912114
"11",1.22586683912114
"12",1.22586683912114
"13",1.22586683912114
"14",1.22586683912114
"15",1.22586683912114
"16",1.22586683912114
"17",1.22586683912114
"18",1.22586683912114
"19",1.22586683912114
"20",1.22586683912114
"21",1.22586683912114
"22",1.22586683912114
"23",1.22586683912114
"24",1.22586683912114
"25",1.22586683912114
"26",1.22586683912114
"27",1.22586683912114
"28",1.22586683912114
"29",1.22586683912114
"30",1.22586683912114
"31",1.22586683912114
"32",1.22586683912114
"33",1.22586683912114
"34",1.22586683912114
"35",1.22586683912114
"36",1.22586683912114
"37",1.22586683912114
"38",1.22586683912114
"39",1.22586683912114
"40",1.22586683912114
"41",1.22586683912114
"42",1.22586683912114
"43",1.22586683912114
"44",1.22586683912114
"45",1.22586683912114
"46",1.22586683912114
"47",1.22586683912114
"48",1.22586683912114
"49",1.22586683912114
"50",1.22586683912114
"51",1.22586683912114
"52",1.22586683912114
"53",1.22586683912114
"54",1.22586683912114
"55",1.22586683912114
"56",1.22586683912114
"57",1.22586683912114
"58",1.22586683912114
"59",1.22586683912114
"60",1.22586683912114
"61",1.22586683912114
"62",1.22586683912114
"63",1.22586683912114
"64",1.22586683912114
"65",1.22586683912114
"66",1.22586683912114
"67",1.22586683912114
"68",1.22586683912114
"69",1.22586683912114
"70",1.22586683912114
"71",1.22586683912114
"72",1.22586683912114
"73",1.22586683912114
"74",1.22586683912114
"75",1.22586683912114
"76",1.22586683912114
"77",1.22586683912114
"78",1.22586683912114
"79",1.22586683912114
"80",1.22586683912114
"81",1.22586683912114
"82",1.22586683912114
"83",1.22586683912114
"84",1.22586683912114
"85",1.22586683912114
"86",1.22586683912114
"87",1.22586683912114
"88",1.22586683912114
"89",1.22586683912114
"90",1.22586683912114
"91",1.22586683912114
"92",1.22586683912114
"93",1.22586683912114
"94",1.22586683912114
"95",1.22586683912114
"96",1.22586683912114
"97",1.22586683912114
"98",1.22586683912114
"99",1.22586683912114
"100",1.22586683912114
"101",1.22586683912114
"102",101
