"","x"
"1",1.02911212117118
"2",1.02911212117118
"3",1.02911212117118
"4",1.02911212117118
"5",1.02911212117118
"6",1.02911212117118
"7",1.02911212117118
"8",1.02911212117118
"9",1.02911212117118
"10",1.02911212117118
"11",1.02911212117118
"12",1.02911212117118
"13",1.02911212117118
"14",1.02911212117118
"15",1.02911212117118
"16",1.02911212117118
"17",1.02911212117118
"18",1.02911212117118
"19",1.02911212117118
"20",1.02911212117118
"21",1.02911212117118
"22",1.02911212117118
"23",1.02911212117118
"24",1.02911212117118
"25",1.02911212117118
"26",1.02911212117118
"27",1.02911212117118
"28",1.02911212117118
"29",1.02911212117118
"30",1.02911212117118
"31",1.02911212117118
"32",1.02911212117118
"33",1.02911212117118
"34",1.02911212117118
"35",1.02911212117118
"36",1.02911212117118
"37",1.02911212117118
"38",1.02911212117118
"39",1.02911212117118
"40",1.02911212117118
"41",1.02911212117118
"42",1.02911212117118
"43",1.02911212117118
"44",1.02911212117118
"45",1.02911212117118
"46",1.02911212117118
"47",1.02911212117118
"48",1.02911212117118
"49",1.02906311016684
"50",1.02906311016684
"51",1.02906311016684
"52",1.02906311016684
"53",1.02906311016684
"54",1.02906311016684
"55",1.02906311016684
"56",1.02906311016684
"57",1.02906311016684
"58",1.02906311016684
"59",1.02906311016684
"60",1.02906311016684
"61",1.02906311016684
"62",1.02906311016684
"63",1.02906311016684
"64",1.02906311016684
"65",1.02906311016684
"66",1.02906311016684
"67",1.02906311016684
"68",1.02899275310502
"69",1.02898244060068
"70",1.02898244060068
"71",1.02898244060068
"72",1.02898244060068
"73",1.02898244060068
"74",1.02898244060068
"75",1.02898244060068
"76",1.02898244060068
"77",1.02898244060068
"78",1.02896912479687
"79",1.02896912479687
"80",1.02896912479687
"81",1.02896912479687
"82",1.02896912479687
"83",1.02896912479687
"84",1.02896912479687
"85",1.02896912479687
"86",1.02896912479687
"87",1.02896912479687
"88",1.0288732565371
"89",1.0288732565371
"90",1.0288732565371
"91",1.02877312264807
"92",1.02877312264807
"93",1.02877312264807
"94",1.02873409187371
"95",1.02873409187371
"96",1.02862810294614
"97",1.02862810294614
"98",1.02862810294614
"99",1.02862810294614
"100",1.02862810294614
"101",1.02860557613746
"102",101
