"","x"
"1",1.03556505418504
"2",1.18651895829142
"3",1.10492177610522
"4",1.04206022911561
"5",1.19628266222444
"6",1.2212282570228
"7",1.00687946605997
"8",1.06312495858685
"9",1.00249940916815
"10",1.06843035089834
"11",1.09030074288693
"12",1.13316713578055
"13",1.1981217785225
"14",1.03206227484181
"15",1.10650052733684
"16",1.12473155051575
"17",1.04284026007395
"18",1.16443426158973
"19",1.17032446912817
"20",1.08777967124997
"21",1.11804727186807
"22",0.954530910553272
"23",1.12345039359895
"24",1.06295861338765
"25",1.05364255511558
"26",0.969126147428198
"27",1.03896278240875
"28",1.03714328920008
"29",1.06831069302422
"30",0.997387395252304
"31",1.00700550132372
"32",1.09388912571956
"33",1.14502999411877
"34",1.10968860751823
"35",1.03223132568567
"36",1.07672542565466
"37",1.04339647936204
"38",0.994656823886917
"39",0.976488717896748
"40",1.04332638035696
"41",1.09543666421351
"42",1.11316453555195
"43",0.989235909741466
"44",1.21501593468258
"45",1.02785101552398
"46",0.968219709760018
"47",1.04189505914604
"48",1.03839341727321
"49",0.956564036729274
"50",1.0154885752053
"51",1.03262427816838
"52",1.05335315580997
"53",1.10241873122185
"54",1.02527957529481
"55",1.03758159365397
"56",1.0247554290016
"57",1.03091438980177
"58",1.02789919497284
"59",1.08362677947862
"60",1.05532206018419
"61",1.04494858681033
"62",1.04959905538401
"63",1.04146845792225
"64",1.06321363591193
"65",1.04009036822768
"66",1.06773474467839
"67",1.06114610673377
"68",1.06808094875443
"69",1.1614655909253
"70",0.911779530595198
"71",1.07960800988985
"72",1.03396934631413
"73",0.978546894495835
"74",1.03911902732311
"75",1.09190139026209
"76",1.05187801892945
"77",0.986025857471079
"78",1.04759171321159
"79",0.997868823001125
"80",1.0568528991809
"81",1.01333129637448
"82",1.10094543537504
"83",1.01945213547251
"84",0.99961365718091
"85",0.979051957477645
"86",1.01818409759844
"87",1.06185303895946
"88",1.03092521137006
"89",0.994615171109001
"90",0.908486395713299
"91",0.943988384987036
"92",1.06946249517988
"93",1.09842524335856
"94",1.10316330178719
"95",1.04915617015647
"96",0.993388092460301
"97",1.11300336087037
"98",1.02936942531486
"99",1.09511171405881
"100",1.06940575601223
