"","X1.46435493055268","X1.38749588039762","X1.45447786385607","X1.31955411489231","X1.30568671120309","X1.30036313362248","X1.27458215663306","X1.35483673728605","X1.30188001131415","X1.34564100756479","X1.32329127330485","X1.30209097921092","X1.28487243118363","X1.29709646840247","X1.34970556562023","X1.29643299485174","X1.36237834276698","X1.2525938427866","X1.34634012285722","X1.37253497457595","X1.33974503200782","X1.23212450402112","X1.3250219500143","X1.43862337216428","X1.44624746370225","X1.46557990290894","X1.45340159026116","X1.4192512399604","X1.39965124482688","X1.41892807454198","X1.35230705579859","X1.38189537832861","X1.38584977154828","X1.48815046089904","X1.48325633498218","X1.46880548578959","X1.45713765052899","X1.56189554072243","X1.51697806406764","X1.43519813244961","X1.43042168544233","X1.47957163836455","X1.45100320859472","X1.44773852911327","X1.4848167792873","X1.41568542463021","X1.47195769711861","X1.3662120067043","X1.43697445902615","X1.42922136043074","X1.45162068929172","X1.36606449314425","X1.39064714930305","X1.3549200218065","X1.37379565795752","X1.34320124039474","X1.42357376271675","X1.42909510227712","X1.4461607822329","X1.48133505692531","X1.41903712176464","X1.39603432741752","X1.48682140496536","X1.44854170448929","X1.44595686492076","X1.45981598186451","X1.4302932163524","X1.46892415882738","X1.47918272159877","X1.41005588263302","X1.30836143759939","X1.28878410917928","X1.37897370292452","X1.36468421629196","X1.33825928160328","X1.35134216911503","X1.46209120534643","X1.38072465543802","X1.40570125135636","X1.64227305457085","X1.39455648842113","X1.39826180439401","X1.51775454279433","X1.39962608745521","X1.41852994226644","X1.41558766216325","X1.44938106664307","X1.31972370674318","X1.29783423061483","X1.31010469049252","X1.39864911397904","X1.52408438733795","X1.35102251822806","X1.38378767603961","X1.39308080458176","X1.3359199012266","X1.29310421638708","X1.44877432736892","X1.29032150289459","X1.33098270402328"
"1",1.46435493055268,1.38749588039762,1.45447786385607,1.31955411489231,1.30568671120309,1.30036313362248,1.27458215663306,1.35483673728605,1.30188001131415,1.34564100756479,1.32329127330485,1.30209097921092,1.28487243118363,1.29709646840247,1.34970556562023,1.29643299485174,1.36237834276698,1.2525938427866,1.34634012285722,1.37253497457595,1.33974503200782,1.23212450402112,1.3250219500143,1.43862337216428,1.44624746370225,1.46557990290894,1.45340159026116,1.4192512399604,1.39965124482688,1.41892807454198,1.35230705579859,1.38189537832861,1.38584977154828,1.48815046089904,1.48325633498218,1.46880548578959,1.45713765052899,1.56189554072243,1.51697806406764,1.43519813244961,1.43042168544233,1.47957163836455,1.45100320859472,1.44773852911327,1.4848167792873,1.41568542463021,1.47195769711861,1.3662120067043,1.43697445902615,1.42922136043074,1.45162068929172,1.36606449314425,1.39064714930305,1.3549200218065,1.37379565795752,1.34320124039474,1.42357376271675,1.42909510227712,1.4461607822329,1.48133505692531,1.41903712176464,1.39603432741752,1.48682140496536,1.44854170448929,1.44595686492076,1.45981598186451,1.4302932163524,1.46892415882738,1.47918272159877,1.41005588263302,1.30836143759939,1.28878410917928,1.37897370292452,1.36468421629196,1.33825928160328,1.35134216911503,1.46209120534643,1.38072465543802,1.40570125135636,1.64227305457085,1.39455648842113,1.39826180439401,1.51775454279433,1.39962608745521,1.41852994226644,1.41558766216325,1.44938106664307,1.31972370674318,1.29783423061483,1.31010469049252,1.39864911397904,1.52408438733795,1.35102251822806,1.38378767603961,1.39308080458176,1.3359199012266,1.29310421638708,1.44877432736892,1.29032150289459,1.33098270402328
