"","x"
"1",0.950552862892367
"2",0.849519951476511
"3",0.811361395737897
"4",0.868624092854374
"5",0.819997018906509
"6",0.810450341553802
"7",0.733470134919544
"8",0.798247540234798
"9",0.845422739468493
"10",0.78813602491061
"11",0.780518314532713
"12",0.775711478391408
"13",0.862051873654496
"14",0.784946704327739
"15",0.795478984089697
"16",0.785921424154217
"17",0.782274412935589
"18",0.747398309850557
"19",0.74439770210483
"20",0.784920832339594
"21",0.708525109602185
"22",0.720067241226107
"23",0.744277693814982
"24",0.795798199522074
"25",0.867869956950102
"26",0.673840615249853
"27",0.743580273112691
"28",0.722251049859843
"29",0.78205744539438
"30",0.704667615789061
"31",0.771761285564422
"32",0.809051536991846
"33",0.753711249360618
"34",0.77525970425024
"35",0.740541279687993
"36",0.707848266850594
"37",0.777517867667152
"38",0.759173894466501
"39",0.780127097241977
"40",0.719317879971006
"41",0.723141843812651
"42",0.645035176591793
"43",0.77420686228945
"44",0.754780958228237
"45",0.743895983618754
"46",0.834413719199426
"47",0.741033918504809
"48",0.756701212322684
"49",0.736707199762646
"50",0.788426000926643
"51",0.751828433851167
"52",0.77999951194341
"53",0.843117771150513
"54",0.787883959369095
"55",0.77298656978691
"56",0.742017447358882
"57",0.674613941541788
"58",0.78243144116687
"59",0.875072096200878
"60",0.813275608194652
"61",0.803153351045429
"62",0.747630451545783
"63",0.786936360820278
"64",0.766005647396384
"65",0.702904094859918
"66",0.780554357140825
"67",0.830023151885006
"68",0.790582027927674
"69",0.839038920506135
"70",0.852830011866706
"71",0.855740567079028
"72",0.849115130539095
"73",0.834507047107662
"74",0.827422262106776
"75",0.784085623782634
"76",0.871226990881609
"77",0.912004722710641
"78",0.85822838321681
"79",0.842887533113228
"80",0.761406802911944
"81",0.819995030173422
"82",0.873913653994163
"83",0.852570796627672
"84",0.903290238925799
"85",0.82765627707322
"86",0.93386977669095
"87",0.780141452437951
"88",0.804139413115788
"89",0.772551426888949
"90",0.82017216319817
"91",0.835517463845021
"92",0.945382329644194
"93",0.768396932018943
"94",0.822727203176032
"95",0.765630778875035
"96",0.76611510669813
"97",0.902927787519502
"98",0.868011811671304
"99",0.855126443341185
"100",0.932452676365261
