"","X5000","X10000","X15000","X20000","X25000","X30000"
"1",9.05579102440343,3.23692979810497,1.10736135692571,0.527159991515016,0.313679713586076,0.237172421558667
"2",7.65563562549177,2.18071708419752,0.767338888321867,0.366708978262738,0.228854137872228,0.17677276813337
"3",6.38486412986889,1.53153832037361,0.543840637210456,0.268575609332831,0.168759443497433,0.13343042833254
"4",5.32836867525882,1.13641376582999,0.413959660797376,0.213346430877484,0.129283530528221,0.1041319176995
"5",4.45530039376482,0.927486767895012,0.336150546706573,0.162662844841054,0.102863011836409,0.0852087845956128
"6",3.77580650525541,0.732733467477576,0.273246949543812,0.13547345570043,0.0868815826051703,0.0742456882643266
"7",3.24252932819375,0.62578144104103,0.230587238227953,0.118481369744549,0.0787656774004038,0.0692311345113542
"8",2.8020502145054,0.536712660680741,0.202552678707026,0.107723579626298,0.0756760940540074,0.0687355687389599
"9",2.40881301740174,0.466089421586831,0.183858528895952,0.103399562426873,0.0765131215399893,0.0721243544668817
"10",2.1399290841891,0.413966525345371,0.178904482901559,0.100663031586072,0.0793405827547009,0.0760644796851694
"11",1.87069341692464,0.380400107256105,0.160910273791245,0.10041524460967,0.0845355516848089,0.08125788931895
"12",1.65214650884158,0.341906122307307,0.146635510503441,0.10171692655228,0.0873057261641927,0.0858662172955657
"13",1.3948370900653,0.275597929326098,0.130803220715887,0.0996619795217962,0.0881830888838921,0.0865128137377422
"14",1.21630988901241,0.238210336800723,0.123580537095323,0.0989054116123972,0.0899034252320495,0.087041278699057
"15",1.06057417017258,0.211316462187368,0.119405360177299,0.0989442858139263,0.0893410591906694,0.0877701436519102
"16",0.951598359564222,0.198611563340608,0.116704259403974,0.0998322174484426,0.0900504068422871,0.0874637354016222
"17",0.857543037765745,0.183024925789355,0.117914729166163,0.0996689693105457,0.0903284759627415,0.0867925446095388
"18",0.774347616984267,0.176226667212991,0.115715057054132,0.0987412872246274,0.0905063898374899,0.0862325185368835
"19",0.700396625565298,0.173484960332996,0.115305641104276,0.0994436428007147,0.0901849349225432,0.0862281100390744
"20",0.649983752308798,0.166614728609515,0.117140709375564,0.0987057525275923,0.0898138257620802,0.0858018611011742
"21",0.60219015992879,0.165033168421919,0.115854199451502,0.099375897010484,0.0901415585479469,0.0856039398746272
"22",0.564042878671058,0.162932872919236,0.115514093482154,0.0986611540353664,0.0896658381986502,0.0849883486615065
"23",0.529836770105072,0.157256844159231,0.113251428711123,0.0987602743978318,0.090117218921157,0.0845351443761326
"24",0.503410398670662,0.156342451993617,0.116846518243179,0.0985157967558237,0.0901460733341996,0.0847907665317825
"25",0.48730835154513,0.15607015883388,0.113774877535279,0.0989075993238167,0.0907304910533577,0.0845835797560889
"26",0.471648670813637,0.155058509337819,0.116039688564166,0.0982236088354946,0.0903547807556284,0.0843640464270129
"27",0.461177960371053,0.153560186121232,0.114849716945588,0.0990974095877489,0.0907473474034422,0.0839530774540105
"28",0.44458588663386,0.156217456572562,0.114048857464998,0.0989432513571332,0.0903885957299939,0.0842334551770174
"29",0.44113418904747,0.15412489155868,0.114267793362774,0.0977829129867477,0.0909590713054301,0.0841208432108864
"30",0.435955833714709,0.154056789963677,0.115596408600081,0.0978469419292562,0.0911082115103734,0.0843359672479509
"31",0.423253331412604,0.155356519419068,0.114508928523312,0.0970890843385328,0.0914055699080564,0.0843492650053304
"32",0.420384788137872,0.156508363715707,0.114022421071856,0.0967435495342192,0.091812425089183,0.084352891421701
