"","X5000","X10000","X15000","X20000","X25000","X30000"
"33",0.412856056303181,0.157113466061543,0.113738245951878,0.0968232280187848,0.091844533808134,0.0855011182092786
"34",0.409029806116788,0.156828594634497,0.114122782256018,0.0968356769004282,0.0923249587600171,0.0844852261052886
"35",0.409851276557206,0.15635848559004,0.113422375815311,0.0967580180683752,0.0912265481757302,0.0850490606957039
"36",0.402123834767408,0.155168966467053,0.113320455757354,0.0972396582327459,0.0910858627505188,0.0848433442609371
"37",0.400491746230937,0.157114546406338,0.11296294914445,0.0970467154353803,0.0911321288315049,0.0857614602632058
"38",0.403401195353798,0.156061314203782,0.11310008648677,0.0972572623642767,0.0917934264458038,0.0852318475236936
"39",0.4038737389798,0.156794126880211,0.113008935156238,0.0980271576243093,0.0908165354677151,0.0857051439091083
"40",0.405614199097063,0.160081175718307,0.114085080708933,0.0982722880159563,0.0910870068559529,0.0856363919245969
"41",0.399851601521294,0.155665000495219,0.111667314792389,0.0975184881675573,0.0907241847558968,0.0858757322909501
"42",0.401869465807123,0.154811366803269,0.112328077069724,0.0985771808771261,0.0905245819247656,0.0855920543894521
"43",0.399875873588283,0.15916547043213,0.112854315853236,0.0993064907359661,0.0904035217754035,0.086054476649763
"44",0.399518102715693,0.157213754569165,0.112480948363056,0.0996321422929777,0.0905743834302218,0.0856755860851293
"45",0.396022264036357,0.155692563957368,0.115095738179416,0.100642496412962,0.0913119556767359,0.0852762523067466
"46",0.396498987660752,0.155157021885413,0.112662199931552,0.101416034614972,0.0908836272081112,0.0851348330992221
"47",0.395964408349142,0.155808573601868,0.113210394631929,0.10090435374502,0.0913872296045943,0.0855328476495674
"48",0.399519396268984,0.156022866198673,0.111586838677516,0.100489666920661,0.0913512115481733,0.0845522466039826
"49",0.396250694006681,0.153244071238149,0.11207255337856,0.100299318965909,0.092268587139442,0.0845260607934826
"50",0.394206509060059,0.153729220018602,0.111926459069519,0.0999775358778936,0.0921961706301261,0.0843193319288274
"51",0.392648948427724,0.154768678860873,0.111934549358892,0.0994120992291166,0.0935799667409542,0.0845982012427682
"52",0.391572813618382,0.154921281046462,0.1109963865327,0.100495335604248,0.0930926385744034,0.084492523988822
"53",0.39108994351634,0.152053618951333,0.11088341675149,0.0991982285989293,0.0932817612043207,0.0849598603283594
"54",0.392464746641078,0.154655919494191,0.112432364384711,0.098341152951647,0.0931365084870158,0.0849087366253461
"55",0.390353209138838,0.151660853254247,0.111597458062908,0.0984649919462496,0.0935648576450648,0.0851235330915281
"56",0.385868801799893,0.154534675269886,0.111901120146835,0.0994979037153677,0.0930117440123507,0.0853672580113956
"57",0.383160683328148,0.153206828565106,0.111296066076847,0.0973692493670349,0.0931503215159702,0.0846574857135333
"58",0.383669966803911,0.154671392105492,0.111713483988944,0.0989447850698065,0.0933081848969989,0.0850596981556482
"59",0.384655661460131,0.158079089397688,0.113168090614977,0.0969932588414009,0.0928855174120639,0.0843778893214574
"60",0.379119897120802,0.159436998805791,0.113463665797626,0.0970931959446609,0.0933906501747244,0.0845273318300251
"61",0.380151279326917,0.155497308978907,0.113168135726866,0.0970844063223978,0.0931797281037815,0.0844140167843956
"62",0.378870885267051,0.156780068998009,0.113439717215895,0.0969131077132054,0.0931936073830689,0.0842304504533424
"63",0.374340752565589,0.155421193379072,0.112647284749959,0.0979124515873124,0.0923918872880211,0.0839201953915414
"64",0.375008978968791,0.157001484428466,0.114033052154334,0.0970325110724132,0.0927652216613841,0.0846702884112159
"65",0.374120161922891,0.157953691736078,0.114892370909682,0.0975611106047092,0.091804716735998,0.0849794565795434
"66",0.374916151832239,0.157226896975805,0.114510216376984,0.0986171682960402,0.0913853960811077,0.0853533809382014
"67",0.382780157333504,0.158783534031889,0.114139754399705,0.0970171343044836,0.0916372309550269,0.084154524556791
"68",0.385358033671631,0.154488228121856,0.115169597882523,0.0971560732014553,0.0913869449331758,0.0843674572528724
"69",0.382934140422676,0.155742879491203,0.115488273329767,0.0974565827257821,0.091947917868579,0.0842313263311331
"70",0.382435068114402,0.154583251494579,0.115808577650403,0.0979866928420805,0.0914225800781509,0.0841394247767296
"71",0.381958753616026,0.151009880459108,0.113672935650315,0.0980917353763123,0.0910704377370156,0.083713230491464
"72",0.381758201721093,0.152003183137788,0.116173406263467,0.0992394850905289,0.0906763015668281,0.0839411979215715
"73",0.381220997868311,0.153186374005584,0.115014072218151,0.0991603960970726,0.0909989582653688,0.0840171106171987
"74",0.375525713679377,0.154342032465319,0.114768512497192,0.0996132026056034,0.0909231380347201,0.0848217636802113
"75",0.387425526921479,0.156927512283396,0.114896115349006,0.0991190195206808,0.0913571187155559,0.0845923286927734
"76",0.380275963308307,0.157454112982083,0.113572179156806,0.0983989412871905,0.0916131079347711,0.0841713855667688
"77",0.378778195934456,0.156733891208971,0.11418764576889,0.0992195070794233,0.0907769293450029,0.0841688465085991
"78",0.380097307420287,0.156584767449229,0.113436327381493,0.0982118807325546,0.090865372016582,0.0842785202425554
"79",0.379571065586791,0.159404675317298,0.115050698631602,0.0975299041893451,0.0907903998928131,0.0845697265805851
"80",0.378010280034448,0.155505411044602,0.114816574230872,0.0984801134431946,0.0901738555112882,0.0846037728441873
"81",0.381923634869553,0.156412715618752,0.115142585101066,0.098770913306727,0.0904858658880115,0.084906103239375
"82",0.381394729432258,0.157610121874627,0.114761646368176,0.100263143405826,0.0900825930210784,0.0853072938344163
"83",0.383728453440917,0.153020753598664,0.114605424815572,0.0995820617157151,0.0898276607178179,0.0851754076327595
"84",0.383084089517905,0.15924267279506,0.115864826818099,0.0991472307125477,0.0898478194032771,0.0852879295513007
"85",0.381464637674269,0.153864763501559,0.11480904479687,0.0985030455441837,0.0894268754301087,0.0855026789006191
"86",0.385650209620238,0.154610009797752,0.116777738322225,0.0980094815488065,0.0903111033778511,0.0858335736523696
"87",0.390600961071818,0.156062316168348,0.115696216840882,0.0982356072638963,0.0891107844448024,0.0859859653916144
"88",0.389197499628831,0.155298232484072,0.114480121632668,0.0986071086521354,0.0892431910439793,0.0866181921881194
"89",0.388420517882808,0.156643410430301,0.115274206328344,0.0998996066144167,0.090121165434076,0.0858927613866291
"90",0.372236525677297,0.147076252466689,0.109464859309832,0.0955656195174518,0.0848844662658898,0.0823307624033974
"91",0.370741244523788,0.14536933420227,0.109857517383018,0.0943319986721604,0.0836465707276116,0.0808814257076144
"92",0.386566528549277,0.15064882012293,0.109672896804299,0.0971808760772955,0.085128225376731,0.0824667741753252
"93",0.41349979903887,0.161158717690673,0.117629975350314,0.103870534936097,0.0908079512135466,0.087555272946633
"94",0.452167482743698,0.175221899094285,0.12666406804768,0.112545617321661,0.100996269092229,0.0957507867504612
"95",0.499103931656164,0.199462866254526,0.144611841810321,0.127348202278817,0.113949580678307,0.109839884219284
"96",0.558264714362036,0.229372557852059,0.169823977500533,0.147432453967831,0.135142155229196,0.131349444108115
"97",0.629780797782293,0.26810906931248,0.201531871630228,0.179749846853609,0.163062679319901,0.153756995243257
"98",0.714772267023517,0.318642861001693,0.240984393327259,0.210716563047971,0.194944735995048,0.192690917041266
"99",0.808760992867759,0.376323837649411,0.284505114234463,0.253805573415176,0.235134823197205,0.228424665013329
"100",0.917476922664026,0.451714141138429,0.344434880613374,0.306763873078641,0.284201513616056,0.278825276646871
