"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26"
"1",7.07346322284487,5.61760416606354,4.35184929030859,3.45872740269675,2.81574919405204,2.1237573236807,1.72924381794892,1.41966397375744,1.12555990813415,0.952993194877489,0.835046849243932,0.693528821213395,0.612395309457033,0.551230454389755,0.454906861173056,0.44178592297699,0.404766713455074,0.364293067285166,0.333908267715258,0.314554137398258,0.30064569685478,0.278202247617862,0.275087065793856,0.256061346798527,0.245306887694922,0.230694698006292
"2",5.93551307958956,4.49872958692488,3.32203421462607,2.49526977917068,1.9328225758655,1.38112387925163,1.0736265450457,0.896946315327592,0.728870510813516,0.640272008916555,0.543774537798682,0.463563831121208,0.419986954341949,0.372795951437467,0.316561253678538,0.299261088101851,0.286097765677363,0.258545307936983,0.244343586518083,0.225581644095719,0.21680528597248,0.203583894175103,0.197669812276903,0.187867537647989,0.18270868564917,0.169465127962952
"3",4.94028602142771,3.56419926199902,2.50068293225404,1.77792285942909,1.31274559115397,0.893154455368052,0.695632042868272,0.592980399202214,0.496605542200029,0.449779778619573,0.373174523056988,0.334010441129484,0.300150618250443,0.275572658301306,0.23428379914882,0.222283947252674,0.207072570690801,0.187889497229185,0.181913328623169,0.164881984176717,0.162158249340688,0.154605918220732,0.146646223956475,0.140192533572074,0.136679008310269,0.127413322249013
"4",4.09048080122562,2.80179745399212,1.8652504194952,1.26093162294891,0.88924693560083,0.640839622604185,0.510125467388603,0.447082175509503,0.381111605394981,0.338269449811564,0.281713829039631,0.242958017561629,0.22265388346224,0.2061551486736,0.182759724596082,0.170493068682541,0.159535526993486,0.14494745023978,0.140121679929909,0.127295797223524,0.124464843021151,0.117491978042995,0.11265949320174,0.108203008127048,0.105779223356684,0.0989654928333445
"5",3.37071012891893,2.19226955782856,1.38518821733208,0.896276797332204,0.646045338024973,0.507333249002514,0.407273350116994,0.345777882928318,0.296481385594565,0.262123844811787,0.218544435816081,0.197099472876056,0.175565303041567,0.162595474515534,0.143572095833586,0.135745623671826,0.12386517470975,0.113913512034555,0.110970986292283,0.101605719257028,0.0986594374756318,0.0949594365246964,0.0907156555981331,0.0874603002576111,0.085773140480819,0.0806946233709541
"6",2.76349239876584,1.70865465446308,1.03055747537562,0.656919560408534,0.532339930470015,0.395963957332238,0.333722016279725,0.285708921491802,0.246074896940331,0.211469312201376,0.182110440572643,0.172086293508349,0.144610309120331,0.136500794774473,0.118435498852079,0.112050690754189,0.103613317622658,0.0960125593917279,0.0930735658849223,0.0862214941783513,0.0833633064785063,0.080836662164658,0.0774918365700826,0.0753139790632765,0.0741087785027077,0.0703346618179407
"7",2.25735013251122,1.32736125186012,0.774106199818899,0.573607102715715,0.419223847110701,0.347892389785984,0.278623848337972,0.250359798238682,0.215218157826744,0.188739502297657,0.158819058048851,0.142779918265464,0.12413912557779,0.119781120080631,0.104507133135975,0.100344475901151,0.0923006654589129,0.0849733280548009,0.0828051621245069,0.0784223760782956,0.0757785384970621,0.0740310310839165,0.0712106877882962,0.0694986958557226,0.0684599683260243,0.0657799762472615
"8",1.83933712489829,1.03099024051784,0.677774438177621,0.496651114096824,0.368760407886095,0.300130046673671,0.246644510074872,0.222940225237702,0.188716527660098,0.167884472043607,0.143697061794824,0.128161989722815,0.113666069224841,0.108723177457756,0.096417752642646,0.0912295011094349,0.0844125383089951,0.081138410341145,0.0787850655106977,0.0761686319104317,0.0736146341242095,0.0722127743803846,0.0699546944137351,0.0685696575733081,0.0674488570290099,0.0657970001348469
"9",1.49564664796555,0.825150655113679,0.600630178032802,0.419365136665195,0.325617103462099,0.265793586423329,0.222204669244889,0.202367879580221,0.173922578122487,0.151696852339233,0.133103198119159,0.126636407966629,0.107739024445763,0.10281155008187,0.0917400104722725,0.0907195446741723,0.0847783358374658,0.0809912656498032,0.079443077544504,0.0778090834502642,0.0751510760590355,0.0740679697690187,0.0717217835454463,0.0710741915793604,0.0702901784562491,0.0684794149796877
"10",1.217379408743,0.713391460184377,0.521725601136845,0.387936631457706,0.29392909073243,0.250243650318258,0.203736259457604,0.18302136079889,0.158304416762984,0.141590950751169,0.125882638129177,0.114824291438255,0.103372955771581,0.100694350269784,0.0947280957067162,0.0924827042727584,0.0845436820776173,0.0834848481223184,0.0817811625436514,0.0801824958788509,0.0780701024443328,0.0774904468705318,0.0757510495557421,0.0754721659686422,0.0746442125782768,0.0737559718916421
