"","x"
"1",0.896571058867594
"2",1.01563290553611
"3",1.03436257370492
"4",1.0957860675632
"5",0.867559118859779
"6",1.04212658340464
"7",1.04931308909254
"8",0.998160899077684
"9",0.860657844643484
"10",0.71975322641609
"11",1.09032193239336
"12",0.68765770676557
"13",1.03194229736334
"14",0.812033165645923
"15",0.591008533941832
"16",0.871669353741562
"17",0.726657114195675
"18",0.793581791858715
"19",0.878210000369949
"20",0.780288169166901
"21",0.871203768565374
"22",0.827455161193752
"23",0.913128821109201
"24",0.739442315756757
"25",0.85333082375882
"26",0.850870459109623
"27",0.609330387316563
"28",1.03681022491087
"29",0.861487627463725
"30",1.06966924918085
"31",0.966105571552117
"32",0.753267598483893
"33",0.971520027795249
"34",0.924959750500578
"35",0.994656105741912
"36",0.82517013565314
"37",0.781352550531799
"38",0.774350526886228
"39",1.2071680234848
"40",0.788060793730708
"41",0.631246285309179
"42",0.703786873426874
"43",0.794667194623012
"44",0.95289778681181
"45",0.83770140243162
"46",0.818411059558452
"47",0.873438426072073
"48",0.818486599186207
"49",0.747940574156684
"50",0.693202941855548
"51",0.989325314186644
"52",0.886914510686616
"53",0.920023589956427
"54",0.781267054937967
"55",0.885491982392804
"56",0.738349595648263
"57",0.987833038460107
"58",0.77401160333148
"59",0.711520811576573
"60",0.893194933267235
"61",0.89640151257295
"62",0.529834223234127
"63",0.949307912979749
"64",0.700844560443855
"65",0.579614227282947
"66",0.689801693097516
"67",0.855000613257992
"68",0.683293165956341
"69",0.616433662081776
"70",0.957740716246161
"71",0.810155080481123
"72",0.731008807542929
"73",0.768659927440815
"74",0.789984653358743
"75",0.655967888190318
"76",0.959190062963694
"77",0.806250463128159
"78",0.759019319864982
"79",0.754585817553352
"80",1.03467555715859
"81",1.0213909501043
"82",0.793156344056756
"83",1.08255998892598
"84",0.821076497634924
"85",0.608269839239721
"86",0.970483168184078
"87",0.810725067479932
"88",0.830733087676905
"89",0.62557250620289
"90",1.10413001603806
"91",0.880088588060263
"92",0.855353772330092
"93",0.919591565499559
"94",0.80921028317659
"95",0.860368463639271
"96",0.726044774941731
"97",0.580043011282863
"98",1.05887159996726
"99",0.817526621578603
"100",0.812106553034202
"101",0.73664489919289
"102",0.905445409448311
"103",0.77768078991702
"104",0.895693559259705
"105",0.644246656995068
"106",0.619885396921659
"107",0.781578278552852
"108",1.09801993540106
"109",1.10789235083517
"110",0.969658755490529
"111",0.772112898687922
"112",0.864859217481819
"113",1.02602956481219
"114",0.824873514911561
"115",0.874465895498294
"116",0.732149027598259
"117",0.82736914259653
"118",0.879182771112626
"119",0.942388929678068
"120",0.809137324138082
"121",0.891073025423729
"122",0.797573211074737
"123",0.809629228272429
"124",0.926836598186624
"125",0.657316510961645
"126",0.664070049095501
"127",0.958406565364535
"128",1.21852813355049
"129",0.953695277231406
"130",0.718502277987808
"131",0.882009365029627
"132",0.988761486665635
"133",1.25145696830528
"134",0.861836605410008
"135",0.943959736330851
"136",0.930074726487423
"137",0.939036877875992
"138",1.1111240407434
"139",1.02076969177281
"140",0.879553475363367
"141",0.866489187904095
"142",0.983241645182593
"143",0.812152563684329
"144",0.869634545448796
"145",0.723928044157616
"146",0.914961680660525
"147",0.790180990157953
"148",0.726507071298611
"149",0.900159349891731
"150",1.19885065841948
"151",0.751471145305857
"152",1.12304851554202
"153",0.933819243331814
"154",1.07552857626854
"155",1.3129485226046
"156",0.964724397575732
"157",0.980855769113165
"158",0.845361316236374
"159",0.723056104580177
"160",0.926094076833385
"161",0.941803392952627
"162",0.756665968366061
"163",1.26436758431091
"164",0.922194057475684
"165",0.987457439333758
"166",0.907330271457162
"167",0.903527501573134
"168",0.749737002693683
"169",0.8365602713676
"170",1.08499508177768
"171",0.900210382099434
"172",0.865740035818835
"173",0.641260476650117
"174",0.990307518511315
"175",1.03199875727255
"176",0.768092676607791
"177",0.946153428938553
"178",0.814967918162315
"179",0.938301028460939
"180",0.907738731153591
"181",0.74537201999164
"182",0.839291709030713
"183",1.0482404322508
"184",0.875571407128093
"185",0.579447647746077
"186",1.04843885476147
"187",0.916868776422428
"188",0.977938677337661
"189",1.01440209515526
"190",0.86583600319117
"191",0.821720679534391
"192",1.05571247450471
"193",1.06162970762072
"194",1.08544836516605
"195",0.854512007775515
"196",0.798198207798929
"197",1.04973453150606
"198",0.969055890075075
"199",0.92665775510396
"200",0.994421676194114
"201",0.869637105285216
"202",0.859226010862759
"203",0.849153580601962
"204",1.06455598134099
"205",0.830314763620567
"206",1.19960347461829
"207",0.927224799788273
"208",0.821926060296645
"209",0.798887413302702
"210",0.808522442136824
"211",0.704840307997166
"212",0.972629513709384
"213",0.836643343810502
"214",0.737235444736992
"215",1.02834927982647
"216",0.879598543130485
"217",0.883798634364975
"218",0.737650388452202
"219",0.824161264586177
"220",0.966632940096565
"221",0.798876146935516
"222",0.608752487084402
"223",0.813520676351448
"224",0.92466660220234
"225",0.71086942964189
"226",0.883132680708367
"227",0.64840253468569
"228",1.09027697528623
"229",0.844109792026803
"230",0.781431080128409
"231",0.768038336762834
"232",0.686736325584476
"233",0.818771760432501
"234",0.94167047949042
"235",0.937091821592852
"236",0.535875581422998
"237",0.920210342168568
"238",0.902951566831668
"239",0.648295082908568
"240",0.82533629612466
"241",0.653128992649234
"242",0.700561654222097
"243",0.734882626410187
"244",0.652213234116724
"245",0.847568801403146
"246",0.967761967955589
"247",0.72451931927728
"248",0.934591204293705
"249",0.809610795076233
"250",0.978712497748797
"251",0.804393740870148
"252",0.706535427635327
"253",0.932029429779894
"254",0.972932953134269
"255",0.713817218274725
"256",0.862952504683679
"257",0.956015350580064
"258",0.813847088859233
"259",1.26495509141946
"260",0.991239098049767
"261",1.06858692817109
"262",0.6171584513244
"263",0.848878870995463
"264",0.625240727964609
"265",0.667284173859823
"266",0.688501852210732
"267",0.77159369330826
"268",0.713359670463892
"269",0.861480233226845
"270",0.782934184675807
"271",0.684055350048074
"272",0.87028747622554
"273",0.570173832830601
"274",0.75952224378265
"275",0.75679129036817
"276",0.996472017125718
"277",0.860649730376725
"278",0.652426972150619
"279",0.817572549837488
"280",0.904147618460624
"281",0.844536764999818
"282",0.705158055853029
"283",0.901821439999589
"284",0.672748235509883
"285",0.702746792332203
"286",0.807826174751411
"287",0.887278795613915
"288",0.962281591349646
"289",0.729539367183223
"290",1.01680193088581
"291",0.808000074815239
"292",0.786913160641563
"293",0.717006909590326
"294",0.704827114832762
"295",0.838403381470059
"296",0.858254954182111
"297",0.688856732267603
"298",0.729324811648821
"299",0.943152327246642
"300",0.814330959501725
"301",1.04274647661856
"302",0.762624671680072
"303",1.02568861269528
"304",0.9716606365793
"305",0.987676485116107
"306",0.789857102576593
"307",0.827540455625642
"308",0.890920302151697
"309",0.890096315004597
"310",0.747255194009104
"311",0.92556931351696
"312",0.680275843177182
"313",0.821582554022258
"314",0.843990938045347
"315",0.798621150100086
"316",0.996791472834915
