"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66"
"1",0.187028527550939,0.187653945496228,0.187409403660307,0.188773279410892,0.189684489012493,0.186685070514001,0.186467722393712,0.186608906072932,0.188316701421485,0.187077641367467,0.188293294768606,0.192561472555283,0.191836101176362,0.193639590013348,0.195205284847105,0.194956551882677,0.194025395739569,0.194359084844788,0.192737718664085,0.198247388858849,0.195635518892982,0.199414875034596,0.225593214535842,0.227023031721512,0.235812325047788,0.245564306054375,0.245739134851569,0.256630159983919,0.259743069980157,0.280434288849794,0.301763393106429,0.335429520016836,0.373790781916939,0.411255161057113,0.412646280213974,0.436706537290687,0.457921216636939,0.470849634750135,0.461531668411442,0.490356435784652,0.537563975181634,0.585440596117239,0.647514500887865,0.774304518571821,0.697234752667109,0.68873346563498,0.740128382034001,0.769419583952123,0.763272481336392,0.804609212733171,0.878558967742828,0.910525492864418,1.05874207762333,1.16811364956052,1.43423611089713,5.99796776975882,6.11162275605381,6.39673696908066,6.67145209421687,6.87850516090089,7.28193616105319,7.80200952749298,8.4427255525889,9.58817334944098,11.0825688714191,13.2419928806392
"2",0.136559761072643,0.136903926867685,0.137115756241165,0.138040383958052,0.138635565817525,0.136412786127888,0.13605862195629,0.13625657781555,0.137679927906771,0.136852282681483,0.137706779941075,0.141771039050651,0.141196309120559,0.142801238931579,0.144271558884318,0.143851885193955,0.143325612621573,0.143683080197126,0.14243948240947,0.146744121157127,0.145453107801315,0.148849855855283,0.166504228317529,0.168462013507588,0.172255410059346,0.180886229583593,0.179757894194784,0.193555903093164,0.193313928775361,0.205979031995111,0.216854377263219,0.237395497215019,0.269369629009942,0.3222591530692,0.323773261222643,0.331025754105222,0.355862588580196,0.347227968420644,0.350925980576558,0.371302306051724,0.399734155803221,0.437981353947268,0.507804612347403,0.644243323826609,0.577477721065394,0.574128440146047,0.60292871349657,0.603889556657627,0.613767989450504,0.652262050433638,0.700858614791339,0.737208088297695,0.874758471720799,1.03261080154904,1.34251071682938,5.70334602840803,5.82375075544689,6.11046922924426,6.38938120617311,6.60381191018628,7.02225130809251,7.57788477011899,8.25950478219757,9.50033411560674,11.2247528695993,13.8525567739297
"3",0.102860280592721,0.102860568809647,0.103191675938882,0.103562837393748,0.104321300167239,0.102642549276846,0.102273942449433,0.102439137048283,0.10373161062638,0.103076381337906,0.103750017535877,0.107453146517652,0.107524035484452,0.108085746881039,0.109456300417796,0.109145447931182,0.108895614006644,0.109340555774837,0.108151960922605,0.112210938837709,0.111677176703052,0.115370498431985,0.126577115274753,0.128539290607794,0.130983736452218,0.136706894135443,0.137024455380404,0.146439793687413,0.147243970462409,0.158012612788076,0.167505757219099,0.185906055617011,0.224863521231365,0.250755250940596,0.247587230051941,0.257094464122984,0.273081393320446,0.274663465184254,0.279545065168523,0.294224515811544,0.32068026022293,0.360822530566978,0.449087260371348,0.604342462306493,0.477939905151823,0.472464686064705,0.497876990916036,0.519897737101304,0.516276172322633,0.539551633273581,0.594233303929285,0.649806310704084,0.791144525010352,0.981225892151969,1.34168815038858,5.41659926169926,5.55183522473805,5.84047572981299,6.13457665114109,6.36475668169977,6.80557104350055,7.39390712811001,8.126509361443,9.46763222251747,11.4306010969569,14.5809344503242
"4",0.0798200585930582,0.0798300686238932,0.0802409080750978,0.0805533476264533,0.0808503018410456,0.0797660112594788,0.0792623236904491,0.0794764805085058,0.0803648531850811,0.0800803911841541,0.0809742091321458,0.0841382842025,0.0841835046600041,0.0846436549340479,0.0861433623272399,0.0854795967055917,0.0853787619972562,0.0861423493566529,0.0852593483874306,0.08824269059607,0.0891582140527874,0.0923755881849174,0.0997078197216635,0.101298852341002,0.103461117002939,0.106923469664041,0.108142987347438,0.115255557040089,0.116670337247494,0.126035705245186,0.135508603102643,0.155525063347575,0.20106562413431,0.207811535785452,0.2078513568617,0.21264276640617,0.219106481612775,0.227619097542345,0.233625589674484,0.251024451093715,0.276545240994737,0.32015658409776,0.418121447454882,0.594266750858261,0.412761581516912,0.408851237543161,0.420970142765379,0.432804424776432,0.450818514383257,0.477409324154534,0.536313092977426,0.598596175738596,0.743748521572705,0.959234926980899,1.36835521159949,5.14520872481447,5.30487677723611,5.58853480282507,5.90143883043251,6.14831719157195,6.61599043089288,7.23281221999592,8.01615163549183,9.43689616105326,11.6139924765443,15.2596398652982
"5",0.064693626349249,0.064689203388932,0.0650744267970462,0.0654122974542157,0.065650786462586,0.064791229073242,0.0644314162225772,0.0644848673792164,0.0653605144884299,0.0650737552729119,0.0655012120232756,0.068663894495543,0.0687889436048483,0.0691246080951226,0.0702682128797414,0.0697473304896876,0.0702464720560024,0.0702500562920004,0.0704014628913267,0.072791507355212,0.074102593434165,0.0766964052067352,0.0822403725490629,0.0835288284313428,0.0853112942765185,0.088169063899717,0.0889636921238209,0.0945875187159527,0.096703758548659,0.105044993378762,0.113791930571378,0.135692258034594,0.186473973413021,0.174909075687651,0.176547609143019,0.180157614713177,0.190889473600989,0.195595214656407,0.204326632998298,0.218823975946202,0.247445765526389,0.292031744525803,0.397573263977759,0.594567019546748,0.3622544688505,0.363519395845434,0.374782210768934,0.38726857502052,0.407678120947359,0.43365799149241,0.49802017635247,0.561764288984067,0.70893939662661,0.944272401414569,1.39818572434029,4.87927834936252,5.06083552481697,5.33897128007976,5.66766902480183,5.92964357788322,6.41620303332985,7.05568502240635,7.87858367287971,9.36568119318932,11.7209885256379,15.8287652727102
"6",0.0559340233227391,0.0558458302652722,0.0563121968992981,0.0565502900178044,0.0566136593285994,0.0560036213523427,0.0555432429467416,0.05556143002978,0.0565743754749711,0.0564591804982862,0.0568315416331178,0.0595823089930767,0.0597815685597061,0.060057231901916,0.0610932025990964,0.0604487438556855,0.0610921428901905,0.0616750743784413,0.0616844916003683,0.0636411732009945,0.0656286249716999,0.0681449309017898,0.0717717794483016,0.0731714422489982,0.0745538522865359,0.0767690579020309,0.0777202787981731,0.0828585150099722,0.0849159672569945,0.092311281109143,0.100723593004414,0.123091668435105,0.176160263571155,0.155205722695333,0.15758275962077,0.162343185475825,0.170190517353252,0.176300788211517,0.182622490103409,0.19944664793184,0.226449711950767,0.275218109488033,0.379760526130236,0.59679368257925,0.328884569169216,0.32522926297377,0.342184669618356,0.354605829531809,0.369515875178278,0.404621884337117,0.466626908347143,0.531397457002277,0.681008463041128,0.928739347879291,1.42271962518119,4.6335748346976,4.81290539580918,5.10372765425566,5.41886914208378,5.69195190500857,6.19318533538356,6.84230469458507,7.70446650954219,9.2372099372171,11.7341159055619,16.2703727009226
"7",0.0520986324146418,0.0520179588996222,0.0523820158842887,0.052651604484728,0.052779912487707,0.0521790918301096,0.0519106281964366,0.0517102407167662,0.0528364766789339,0.0526234995416055,0.0529549703442552,0.0553714058917826,0.0557709587518354,0.0557971701803118,0.0569569904484089,0.0563473429509205,0.0570067223578506,0.0575540859680168,0.0578384157116988,0.0594488072820115,0.0620759022486629,0.0646074561025339,0.0668201424199101,0.0681366357858927,0.0696035898845926,0.0713282340445881,0.0724831240598714,0.0767407366011824,0.0796569328512758,0.0860220489098451,0.0942724608992446,0.117155114606999,0.170359612462242,0.141374288587001,0.143077535578588,0.146948473546666,0.159525531578766,0.161711132557383,0.171054121326805,0.188428914586294,0.217688287918759,0.260696951443291,0.367462608725135,0.598462583123863,0.3048038800562,0.30257821697014,0.31968176816334,0.331341364388112,0.35479618493645,0.382396594536415,0.44195176921072,0.511376475120756,0.661555610435878,0.911148185766396,1.43851836411405,4.38268927613221,4.5951791333782,4.82317035360491,5.16106412435238,5.44601230672257,5.94510607915262,6.59895541820898,7.4821762313127,9.04827451152846,11.6588840930498,16.5940281656939
"8",0.0522128626664042,0.0520501304641715,0.052385031353631,0.0526863985430192,0.0526264365585959,0.0522063030509746,0.0519158022727617,0.0517555989615624,0.0528808869722713,0.0526879313216052,0.0530752841282102,0.0550770318684019,0.0555696385058026,0.0555545627551501,0.0566430480704311,0.0561402168611346,0.0568041234467037,0.0575428560491604,0.0578704472731979,0.059275585841331,0.0623146491115681,0.0644220916191805,0.0661310873336891,0.0673166389610213,0.0686278940139298,0.0704595179356513,0.0717616210329786,0.0753539574790305,0.0787540577177355,0.0867974505242945,0.0941820379209305,0.116573183880176,0.168858205817379,0.132119384169072,0.140522047060408,0.136930031620615,0.149074340438845,0.157988325977947,0.1712656120155,0.183584164823494,0.211645783498734,0.258653949581436,0.361712774715272,0.596700357982116,0.285223171034812,0.286143614290014,0.30360829834597,0.314744932733331,0.335133425796352,0.365300422248371,0.426309548976893,0.49075791112555,0.635632677067945,0.896048548505492,1.44318481666739,4.14065970415014,4.35468969751794,4.59142509852881,4.90915314463427,5.20530003455596,5.69263693041513,6.33820519192886,7.22922834834684,8.81229309275226,11.5086603237543,16.8028789967752
"9",0.055218590288654,0.054886398761246,0.0551438252049155,0.0555906139115557,0.0552397284760235,0.0550440161307024,0.0547051245084827,0.0546211619935295,0.0556143432017756,0.0554651136110179,0.0559505721454607,0.0575056008712149,0.0581314882419771,0.0581977781456073,0.0591802689572898,0.0588499033472141,0.0592939187778163,0.0600198609601534,0.0606966024413249,0.0619243237726352,0.065110509580412,0.0673133491046545,0.0685019163987751,0.0689902094765987,0.070389693834225,0.0720151459973508,0.0734205251271276,0.0769646087990219,0.0807765338587684,0.0868588263004417,0.095535705069152,0.122442572469926,0.173534032848593,0.129412458495903,0.134324656923858,0.139588693691638,0.145666426600811,0.159231974392522,0.16918596886227,0.186294751304779,0.211425124220286,0.253913062878058,0.360437050020189,0.599242012437506,0.275713649331239,0.269900390227295,0.291562506531055,0.305435035325727,0.322310672389145,0.354593656754171,0.412678010447469,0.479785768537793,0.620113416583831,0.882006815795474,1.44182337518435,3.88189003421569,4.08468996429617,4.31507665978932,4.67782684481444,4.93153871059514,5.42290979546595,6.0435419662835,6.95440803371117,8.54610788876586,11.2963781331942,16.9063230628824
"10",0.0599490655676175,0.0594114332313734,0.0595306741404758,0.0601902849184186,0.0596008277027171,0.0595772614011762,0.0590296244277172,0.0591344513208776,0.0600965869234835,0.059931497938387,0.0605392174132865,0.0618086986455811,0.062411293926751,0.0624759117617214,0.0635321958559856,0.0632054398584117,0.0636347799305611,0.064431431389345,0.065151015717696,0.0663627220891362,0.0699271256030347,0.0716535290880346,0.072278780516179,0.0726521037835686,0.073926513277358,0.075687306010188,0.0765523337735133,0.0802652059895109,0.0852767644443461,0.0907557942818211,0.0992261540533688,0.128817627019894,0.182032451658376,0.127952574372864,0.133819097722102,0.136700844101201,0.143142781510181,0.158720487631856,0.167551793557203,0.184148615489186,0.20981324784877,0.256127254628181,0.358747537614046,0.612637657492899,0.270808630219993,0.263294275064828,0.285366832004274,0.292005501465747,0.315436758824416,0.340844954443109,0.395572032439335,0.459206738578286,0.605802936589891,0.864849970130935,1.45511496340334,3.6212339702041,3.83823038784007,4.05014904196489,4.3747722046729,4.66654305409787,5.13185786642923,5.76662546394903,6.66822008970145,8.26010474066025,11.0431887256394,16.9107910491225
